ShapeSize,#input,#output,#op,RealNdpxCost
1003520,6,1,20,86107
1003520,4,2,7,253902
6021120,9,1,37,679931
6021120,5,2,23,1603225
6021120,9,1,37,784496
6021120,5,2,23,1645074
1003520,6,1,20,82978
1003520,4,2,7,246399
640,15,8,40,830
1920,31,19,91,2131
1920,40,22,128,2490
320,32,24,117,1870
1152,31,19,91,1865
192,13,11,50,1120
1152,40,22,128,2422
192,32,22,124,2096
768,15,8,40,973
768,40,22,128,2293
6021120,9,1,37,742044
6021120,5,2,23,1688474
6021120,9,1,37,675332
6021120,5,2,23,1599588
1505280,7,1,20,166016
1505280,4,2,7,374782
9031680,9,1,37,1127770
9031680,5,2,23,2429590
9031680,9,1,37,1151289
9031680,5,2,23,2559586
1505280,6,1,20,127039
1505280,4,2,7,380824
9031680,9,1,37,995370
9031680,5,2,23,2379816
9031680,9,1,37,1098859
9031680,5,2,23,2362508
1505280,8,1,21,157258
1505280,4,2,7,376742
2257920,9,1,37,259511
2257920,5,2,23,601406
627200,7,1,21,54878
627200,4,2,7,153701
3763200,9,1,37,463113
3763200,5,2,23,1013267
3763200,9,1,37,436696
3763200,5,2,23,978996
627200,7,1,20,69532
627200,4,2,7,154794
3763200,9,1,37,487411
3763200,5,2,23,1015447
3763200,9,1,37,428409
3763200,5,2,23,1015021
627200,7,1,21,61642
627200,4,2,7,158689
3763200,9,1,37,439790
3763200,5,2,23,1010733
3763200,9,1,37,429227
3763200,5,2,23,1004933
1254400,8,1,21,116803
1254400,4,2,7,314418
2560,15,8,40,1368
80640,2,1,2,9963
80640,1,1,1,3933
102400,1,1,2,4916
5017600,2,2,4,1202846
1254400,6,1,12,72466
1254400,2,2,4,300818
3763200,2,2,4,902040
17280,1,1,1,1089
3763200,2,2,4,902033
627200,7,1,13,37745
627200,2,2,4,150353
3763200,2,2,4,908081
17280,1,1,1,1089
3763200,2,2,4,905367
627200,5,1,12,35875
627200,2,2,4,150366
3763200,2,2,4,902051
17280,1,1,1,1092
3763200,2,2,4,902099
627200,5,1,12,34785
627200,2,2,4,150358
2257920,2,2,4,541305
10368,1,1,1,780
9031680,2,2,4,2175335
1505280,7,1,13,93148
1505280,2,2,4,364122
9031680,2,2,4,2166228
10368,1,1,1,780
9031680,2,2,4,2164955
1505280,5,1,12,82874
1505280,2,2,4,360900
9031680,2,2,4,2165103
10368,1,1,1,780
9031680,2,2,4,2184957
1505280,5,1,11,84758
1505280,2,2,4,363446
6021120,2,2,4,1443227
6912,1,1,1,619
6021120,2,2,4,1454100
1003520,5,1,12,56989
1003520,2,2,4,240594
6021120,2,2,4,1447661
6912,1,1,1,621
6021120,2,2,4,1443266
1003520,5,1,12,57917
1003520,2,2,4,240498
6021120,2,2,4,1443390
6912,1,1,1,621
6021120,2,2,4,1443313
1003520,6,1,13,64344
1003520,2,2,4,240717
6021120,2,2,4,1443107
6912,1,1,1,621
6021120,2,2,4,1443168
1003520,4,1,11,55647
1003520,2,2,4,240536
3010560,2,2,4,721615
3456,1,1,1,470
12042240,2,2,4,2886494
2007040,5,1,12,115665
2007040,2,2,4,481232
12042240,2,2,4,2886472
3456,1,1,1,468
12042240,2,2,4,2895546
2007040,5,1,12,111311
2007040,2,2,4,481308
12042240,2,2,4,2886679
3456,1,1,1,468
12042240,2,2,4,2886846
2007040,5,1,11,112912
2007040,2,2,4,483051
9031680,2,2,4,2179013
2592,1,1,1,428
36126720,2,2,4,8659997
8028160,6,1,13,551557
8028160,2,2,4,1924500
36126720,2,2,4,8659668
2592,1,1,1,428
36126720,2,2,4,8659517
8028160,4,1,11,440277
8028160,2,2,4,1924583
24084480,2,2,4,5773429
1728,1,1,1,391
96337920,2,2,4,23091785
16056320,4,1,11,878981
16056320,2,2,4,3858748
32112640,2,2,4,7697562
576,1,1,1,340
32112640,2,2,4,7697709
1024,1,1,1,341
3072,1,1,1,449
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8591
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,620
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,341
819200,7,3,14,132076
49152,19,12,53,31048
110592,19,12,53,70790
73728,7,3,14,11694
110592,15,9,40,53180
165888,15,9,40,79835
110592,11,6,27,35478
184320,7,3,14,29576
307200,15,9,40,148908
276480,15,9,40,133594
307200,11,6,27,99003
614400,7,3,14,98504
3072,7,3,14,787
27648,7,3,14,4333
6144,7,3,14,1137
6912,11,6,27,2172
41472,11,6,27,13117
9216,7,3,14,1551
9216,7,3,14,1551
12288,15,9,40,5520
55296,15,9,40,26117
12288,11,6,27,3712
24576,7,3,14,3860
49152,15,9,40,23198
1728,7,3,14,640
9216,7,3,14,1551
1024,7,3,14,570
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116245
32,2,1,1,340
689920,2,1,1,31330
689920,2,1,1,31323
1655808,2,1,1,74712
1655808,2,1,1,88548
1103872,2,1,1,49913
1103872,2,1,1,58506
1103872,2,1,1,49919
2207744,2,1,1,99518
2207744,2,1,1,117717
8830976,2,1,1,434129
96,2,1,3,366
96,3,1,8,465
88704,2,1,4,10873
88704,7,4,10,26417
2580480,10,3,15,417248
2016,10,3,16,725
32,29,8,42,923
35323904,14,1,37,4702580
35323904,7,2,23,9785730
35323904,14,1,37,5104800
35323904,7,2,23,9927194
17661952,12,1,21,1997621
17661952,5,2,7,4536693
768,84,23,122,3082
128,85,22,129,2672
384,64,19,94,2237
64,38,11,54,1409
384,85,22,129,2544
64,85,22,129,2889
288,85,22,129,3184
64,55,16,82,1622
26492928,14,1,37,5015281
26492928,7,2,23,7996375
8830976,12,1,21,943573
8830976,5,2,7,2257476
39739392,14,1,37,5392286
39739392,7,2,23,11213614
39739392,14,1,37,5065678
39739392,7,2,23,11185790
8830976,12,1,21,975998
8830976,5,2,7,2225712
9934848,14,1,37,1459507
9934848,7,2,23,2713589
2207744,12,1,21,304223
2207744,5,2,7,569352
13246464,14,1,37,1901488
13246464,7,2,23,3753833
13246464,14,1,37,2014169
13246464,7,2,23,3812280
2207744,12,1,21,408449
2207744,5,2,7,568703
13246464,14,1,37,2184802
13246464,7,2,23,3699670
13246464,14,1,37,1678107
13246464,7,2,23,3737142
2207744,12,1,21,277922
2207744,5,2,7,586369
3311616,14,1,37,402337
3311616,7,2,23,896631
1103872,12,1,21,144569
1103872,5,2,7,286967
6623232,14,1,37,885200
6623232,7,2,23,1842115
6623232,14,1,37,1066888
6623232,7,2,23,1898730
1103872,12,1,21,206046
1103872,5,2,7,286353
6623232,14,1,37,1125537
6623232,7,2,23,1928103
6623232,14,1,37,822411
6623232,7,2,23,1796388
1103872,12,1,21,149689
1103872,5,2,7,286648
6623232,14,1,37,841162
6623232,7,2,23,1799296
6623232,14,1,37,963219
6623232,7,2,23,1812052
1103872,12,1,21,134383
1103872,5,2,7,278502
640,29,8,42,1240
1920,64,19,94,2348
1920,85,22,129,3166
320,81,24,122,2472
1152,64,19,94,2210
192,38,11,54,1363
1152,85,22,129,3013
192,85,22,129,2967
768,29,8,42,1272
768,85,22,129,2648
6623232,14,1,37,898801
6623232,7,2,23,1867133
6623232,14,1,37,899536
6623232,7,2,23,1898703
1655808,12,1,21,205666
1655808,5,2,7,436310
9934848,14,1,37,1660009
9934848,7,2,23,2783612
9934848,14,1,37,1826502
9934848,7,2,23,2889316
1655808,12,1,21,225234
1655808,5,2,7,429534
9934848,14,1,37,1373790
9934848,7,2,23,2741129
9934848,14,1,37,1885537
9934848,7,2,23,2876616
1655808,12,1,21,211499
1655808,5,2,7,422207
2483712,14,1,37,308480
2483712,7,2,23,672931
689920,12,1,21,82176
689920,5,2,7,177109
4139520,14,1,37,680513
4139520,7,2,23,1186344
4139520,14,1,37,529239
4139520,7,2,23,1135525
689920,12,1,21,84982
689920,5,2,7,179714
4139520,14,1,37,606950
4139520,7,2,23,1149471
4139520,14,1,37,559980
4139520,7,2,23,1156050
689920,12,1,21,79780
689920,5,2,7,173869
4139520,14,1,37,526826
4139520,7,2,23,1142129
4139520,14,1,37,588317
4139520,7,2,23,1122894
1379840,12,1,21,176095
1379840,5,2,7,354662
2560,29,8,42,1336
88704,3,1,4,11982
5519360,4,2,4,1349733
1379840,7,1,12,82267
1379840,4,2,4,337891
4139520,4,2,4,1012774
17280,1,1,1,1089
4139520,4,2,4,1012968
689920,8,1,13,54136
689920,4,2,4,169033
4139520,4,2,4,1012556
17280,1,1,1,1092
4139520,4,2,4,1014014
689920,8,1,13,52294
689920,4,2,4,175344
4139520,4,2,4,1011986
17280,1,1,1,1089
4139520,4,2,4,1015197
689920,7,1,12,40555
689920,4,2,4,172219
2483712,4,2,4,608416
10368,1,1,1,780
9934848,4,2,4,2430180
1655808,8,1,13,120921
1655808,4,2,4,413070
9934848,4,2,4,2503268
10368,1,1,1,780
9934848,4,2,4,2435129
1655808,8,1,13,107433
1655808,4,2,4,405415
9934848,4,2,4,2522105
10368,1,1,1,780
9934848,4,2,4,2474050
1655808,7,1,12,105060
1655808,4,2,4,405317
6623232,4,2,4,1621710
6912,1,1,1,620
6623232,4,2,4,1620040
1103872,8,1,13,84958
1103872,4,2,4,271103
6623232,4,2,4,1625343
6912,1,1,1,621
6623232,4,2,4,1620166
1103872,8,1,13,72855
1103872,4,2,4,270951
6623232,4,2,4,1619889
6912,1,1,1,621
6623232,4,2,4,1621372
1103872,8,1,13,87894
1103872,4,2,4,280583
6623232,4,2,4,1622168
6912,1,1,1,621
6623232,4,2,4,1622371
1103872,7,1,12,63118
1103872,4,2,4,270647
3311616,4,2,4,810470
3456,1,1,1,468
13246464,4,2,4,3242420
2207744,8,1,13,154988
2207744,4,2,4,540444
13246464,4,2,4,3330891
3456,1,1,1,468
13246464,4,2,4,3241746
2207744,8,1,13,171299
2207744,4,2,4,540379
13246464,4,2,4,3343701
3456,1,1,1,471
13246464,4,2,4,3286651
2207744,7,1,12,140225
2207744,4,2,4,540368
9934848,4,2,4,2431584
2592,1,1,1,428
39739392,4,2,4,9727516
8830976,8,1,13,688344
8830976,4,2,4,2163429
39739392,4,2,4,9733143
2592,1,1,1,428
39739392,4,2,4,9730611
8830976,7,1,12,534973
8830976,4,2,4,2164463
26492928,4,2,4,6505106
1728,1,1,1,391
105971712,4,2,4,25911677
17661952,7,1,12,1030487
17661952,4,2,4,4387301
35323904,4,2,4,8653952
576,1,1,1,340
35323904,4,2,4,8620746
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8593
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37112
819200,1,1,1,37113
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14110
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,619
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
88704,3,1,3,11889
819200,10,3,15,132361
49152,37,12,54,31925
110592,37,12,54,70755
73728,10,3,15,11816
110592,28,9,41,54833
165888,28,9,41,79935
110592,19,6,28,35499
184320,10,3,15,29679
307200,28,9,41,149337
276480,28,9,41,133663
307200,19,6,28,99503
614400,10,3,15,99177
3072,10,3,15,789
27648,10,3,15,4373
6144,10,3,15,1168
6912,19,6,28,2172
41472,19,6,28,13220
9216,10,3,15,1551
9216,10,3,15,1551
12288,28,9,41,5458
55296,28,9,41,26283
12288,19,6,28,3781
24576,10,3,15,3837
49152,28,9,41,23352
1728,10,3,15,649
9216,10,3,15,1551
1024,10,3,15,650
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116516
32,2,1,1,340
689920,2,1,1,31346
689920,2,1,1,31352
1655808,2,1,1,74712
1655808,2,1,1,88204
1103872,2,1,1,49913
1103872,2,1,1,57945
1103872,2,1,1,49919
2207744,2,1,1,99519
2207744,2,1,1,117809
8830976,2,1,1,463018
96,2,1,3,367
96,3,1,8,465
88704,2,1,4,10852
88704,5,4,9,26273
2580480,7,3,14,416092
2016,7,3,15,668
32,9,8,38,744
35323904,8,1,36,3652398
35323904,5,2,23,9350766
35323904,8,1,36,4068038
35323904,5,2,23,9473865
17661952,6,1,20,1317990
17661952,4,2,7,4414560
768,39,23,120,2279
128,22,22,124,1915
384,27,19,90,1632
64,12,11,50,1010
384,32,22,126,2038
64,26,22,124,2086
288,36,22,126,2172
64,14,16,75,1177
26492928,8,1,36,3706932
26492928,5,2,23,7598204
8830976,6,1,20,639787
8830976,4,2,7,2205754
39739392,8,1,36,4330777
39739392,5,2,23,10689530
39739392,9,1,37,4223991
39739392,5,2,23,10659353
8830976,7,1,21,725606
8830976,4,2,7,2169567
9934848,9,1,37,1114022
9934848,5,2,23,2599471
2207744,7,1,20,217873
2207744,4,2,7,552666
13246464,8,1,36,1573396
13246464,5,2,23,3593312
13246464,9,1,37,1774432
13246464,5,2,23,3636785
2207744,5,1,20,214909
2207744,3,2,7,536964
13246464,9,1,37,1694038
13246464,5,2,23,3531515
13246464,8,1,37,1347890
13246464,5,2,23,3550680
2207744,6,1,20,189623
2207744,4,2,7,569896
3311616,8,1,37,311413
3311616,5,2,23,857890
1103872,7,1,20,102682
1103872,4,2,7,279442
6623232,9,1,37,754503
6623232,5,2,23,1762704
6623232,9,1,37,858866
6623232,5,2,23,1799320
1103872,7,1,21,132801
1103872,4,2,7,277930
6623232,9,1,37,860170
6623232,5,2,23,1836494
6623232,9,1,37,682721
6623232,5,2,23,1721726
1103872,6,1,20,93404
1103872,4,2,7,279043
6623232,9,1,37,690911
6623232,5,2,23,1723394
6623232,9,1,37,730676
6623232,5,2,23,1732720
1103872,6,1,20,85943
1103872,4,2,7,271096
640,15,8,40,1054
1920,31,19,91,2151
1920,40,22,128,2448
320,32,24,117,1801
1152,31,19,91,1886
192,13,11,50,973
1152,40,22,128,2286
192,32,22,124,2165
768,15,8,40,1054
768,40,22,128,2192
6623232,9,1,37,719213
6623232,5,2,23,1775656
6623232,9,1,37,758176
6623232,5,2,23,1815440
1655808,7,1,20,149337
1655808,4,2,7,425017
9934848,9,1,37,1341760
9934848,5,2,23,2663800
9934848,9,1,37,1496054
9934848,5,2,23,2742790
1655808,6,1,20,141146
1655808,4,2,7,418832
9934848,9,1,37,1147525
9934848,5,2,23,2620298
9934848,9,1,37,1426996
9934848,5,2,23,2730709
1655808,7,1,20,148195
1655808,4,2,7,411756
2483712,9,1,37,248654
2483712,5,2,23,644360
689920,7,1,21,60144
689920,4,2,7,173204
4139520,9,1,37,556839
4139520,5,2,23,1124750
4139520,9,1,37,421313
4139520,5,2,23,1087864
689920,7,1,20,64764
689920,4,2,7,174577
4139520,9,1,37,502681
4139520,5,2,23,1098727
4139520,9,1,37,476182
4139520,5,2,23,1105325
689920,7,1,21,57582
689920,4,2,7,169287
4139520,9,1,37,435566
4139520,5,2,23,1090775
4139520,9,1,37,447053
4139520,5,2,23,1074056
1379840,8,1,21,144883
1379840,4,2,7,345675
2560,15,8,40,1306
88704,3,1,4,11992
5519360,2,2,4,1322982
1379840,6,1,12,80408
1379840,2,2,4,330705
4139520,2,2,4,992230
17280,1,1,1,1089
4139520,2,2,4,992195
689920,7,1,13,49327
689920,2,2,4,165365
4139520,2,2,4,992158
17280,1,1,1,1089
4139520,2,2,4,992134
689920,5,1,12,40277
689920,2,2,4,166925
4139520,2,2,4,992316
17280,1,1,1,1089
4139520,2,2,4,992148
689920,5,1,12,39128
689920,2,2,4,165871
2483712,2,2,4,595476
10368,1,1,1,780
9934848,2,2,4,2381442
1655808,6,1,12,100616
1655808,2,2,4,398342
9934848,2,2,4,2390039
10368,1,1,1,779
9934848,2,2,4,2381673
1655808,5,1,12,93994
1655808,2,2,4,397118
9934848,2,2,4,2400969
10368,1,1,1,780
9934848,2,2,4,2389707
1655808,5,1,11,93031
1655808,2,2,4,397166
6623232,2,2,4,1587801
6912,1,1,1,621
6623232,2,2,4,1587647
1103872,5,1,12,64006
1103872,2,2,4,264841
6623232,2,2,4,1587624
6912,1,1,1,621
6623232,2,2,4,1587627
1103872,5,1,12,62575
1103872,2,2,4,264865
6623232,2,2,4,1587552
6912,1,1,1,621
6623232,2,2,4,1587728
1103872,6,1,13,75290
1103872,2,2,4,266921
6623232,2,2,4,1587704
6912,1,1,1,621
6623232,2,2,4,1587645
1103872,4,1,11,59297
1103872,2,2,4,264807
3311616,2,2,4,793854
3456,1,1,1,468
13246464,2,2,4,3175689
2207744,5,1,12,126303
2207744,2,2,4,529470
13246464,2,2,4,3186500
3456,1,1,1,468
13246464,2,2,4,3175615
2207744,5,1,12,128481
2207744,2,2,4,529291
13246464,2,2,4,3190819
3456,1,1,1,468
13246464,2,2,4,3185856
2207744,5,1,11,123368
2207744,2,2,4,529466
9934848,2,2,4,2381799
2592,1,1,1,428
39739392,2,2,4,9526816
8830976,6,1,13,548454
8830976,2,2,4,2116694
39739392,2,2,4,9525206
2592,1,1,1,428
39739392,2,2,4,9525736
8830976,4,1,11,482940
8830976,2,2,4,2116761
26492928,2,2,4,6351333
1728,1,1,1,390
105971712,2,2,4,25401102
17661952,4,1,11,965888
17661952,2,2,4,4246993
35323904,2,2,4,8467131
576,1,1,1,340
35323904,2,2,4,8467340
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
24576,1,1,1,1415
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
73728,1,1,1,3623
110592,1,1,1,5279
110592,1,1,1,5279
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
184320,1,1,1,8592
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
614400,1,1,1,27911
819200,1,1,1,37113
819200,1,1,1,37112
614400,1,1,1,27911
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
307200,1,1,1,14114
184320,1,1,1,8591
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
110592,1,1,1,5278
73728,1,1,1,3623
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
49152,1,1,1,2519
24576,1,1,1,1415
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
6144,1,1,1,571
3072,1,1,1,449
1024,1,1,1,340
88704,3,1,3,11885
819200,7,3,14,132325
49152,19,12,53,31066
110592,19,12,53,70706
73728,7,3,14,11564
110592,15,9,40,53127
165888,15,9,40,79766
110592,11,6,27,35411
184320,7,3,14,29622
307200,15,9,40,148522
276480,15,9,40,133198
307200,11,6,27,98924
614400,7,3,14,98846
3072,7,3,14,774
27648,7,3,14,4290
6144,7,3,14,1137
6912,11,6,27,2172
41472,11,6,27,13020
9216,7,3,14,1551
9216,7,3,14,1551
12288,15,9,40,5336
55296,15,9,40,26227
12288,11,6,27,3648
24576,7,3,14,3848
49152,15,9,40,23298
1728,7,3,14,625
9216,7,3,14,1551
1024,7,3,14,625
32,1,1,1,335
32,1,1,1,335
2580480,1,1,1,116796
96,2,1,1,364
32,2,1,1,342
752640,2,1,1,34135
752640,2,1,1,34143
1806336,2,1,1,81479
1806336,2,1,1,96412
1204224,2,1,1,54425
1204224,2,1,1,64151
1204224,2,1,1,54426
2408448,2,1,1,108533
2408448,2,1,1,129380
9633792,2,1,1,499096
96,2,1,3,347
96,3,1,8,485
96768,2,1,4,12185
96768,6,4,8,28723
2580480,10,3,15,417302
2016,10,3,16,668
32,29,8,42,1020
38535168,14,1,37,8993315
38535168,7,2,23,12020163
38535168,14,1,37,6658914
38535168,7,2,23,11313640
19267584,12,1,21,2150351
19267584,5,2,7,4852655
768,84,23,122,3187
128,85,22,129,2948
384,64,19,94,2582
64,38,11,54,1499
384,85,22,129,2965
64,85,22,129,2927
288,85,22,129,2700
64,55,16,82,1715
28901376,14,1,37,3983531
28901376,7,2,23,8126144
9633792,12,1,21,1380716
9633792,5,2,7,2434187
43352064,14,1,37,5862799
43352064,7,2,23,12103221
43352064,14,1,37,5495421
43352064,7,2,23,11863760
9633792,12,1,21,1236666
9633792,5,2,7,2430711
10838016,14,1,37,1729392
10838016,7,2,23,3056700
2408448,12,1,21,288314
2408448,5,2,7,609710
14450688,14,1,37,2483203
14450688,7,2,23,4167053
14450688,14,1,37,2394848
14450688,7,2,23,4076167
2408448,12,1,21,421996
2408448,5,2,7,647629
14450688,14,1,37,2027658
14450688,7,2,23,4032996
14450688,14,1,37,1900635
14450688,7,2,23,3936642
2408448,12,1,21,266545
2408448,5,2,7,615462
3612672,14,1,37,488745
3612672,7,2,23,1026041
1204224,12,1,21,164199
1204224,5,2,7,312936
7225344,14,1,37,1030199
7225344,7,2,23,1966891
7225344,14,1,37,1052345
7225344,7,2,23,2058089
1204224,12,1,21,142973
1204224,5,2,7,302655
7225344,14,1,37,1015335
7225344,7,2,23,2086091
7225344,14,1,37,1045295
7225344,7,2,23,2100705
1204224,12,1,21,166935
1204224,5,2,7,312227
7225344,14,1,37,1198640
7225344,7,2,23,2022052
7225344,14,1,37,1108060
7225344,7,2,23,2019989
1204224,12,1,21,151834
1204224,5,2,7,308587
640,29,8,42,1013
1920,64,19,94,2545
1920,85,22,129,3526
320,81,24,122,3012
1152,64,19,94,2291
192,38,11,54,1168
1152,85,22,129,2798
192,85,22,129,2983
768,29,8,42,1394
768,85,22,129,3521
7225344,14,1,37,1113790
7225344,7,2,23,2034962
7225344,14,1,37,1066560
7225344,7,2,23,2001571
1806336,12,1,21,213715
1806336,5,2,7,458862
10838016,14,1,37,1446565
10838016,7,2,23,2948669
10838016,14,1,37,1768175
10838016,7,2,23,3054971
1806336,12,1,21,243679
1806336,5,2,7,469126
10838016,14,1,37,1918057
10838016,7,2,23,2958730
10838016,14,1,37,1849348
10838016,7,2,23,3195551
1806336,12,1,21,260232
1806336,5,2,7,462033
2709504,14,1,37,357605
2709504,7,2,23,752788
752640,12,1,21,92259
752640,5,2,7,192170
4515840,14,1,37,665165
4515840,7,2,23,1294181
4515840,14,1,37,536774
4515840,7,2,23,1261913
752640,12,1,21,87451
752640,5,2,7,193763
4515840,14,1,37,639507
4515840,7,2,23,1319305
4515840,14,1,37,717015
4515840,7,2,23,1282433
752640,12,1,21,86794
752640,5,2,7,189773
4515840,14,1,37,589752
4515840,7,2,23,1255015
4515840,14,1,37,568077
4515840,7,2,23,1225959
1505280,12,1,21,164208
1505280,5,2,7,387311
2560,29,8,42,1458
96768,2,1,2,12375
96768,1,1,1,4657
122880,1,1,2,5837
6021120,4,2,4,1475488
1505280,7,1,12,86852
1505280,4,2,4,368347
4515840,4,2,4,1105228
17280,1,1,1,1089
4515840,4,2,4,1122965
752640,8,1,13,52866
752640,4,2,4,184340
4515840,4,2,4,1104911
17280,1,1,1,1089
4515840,4,2,4,1107952
752640,8,1,13,52607
752640,4,2,4,187163
4515840,4,2,4,1104283
17280,1,1,1,1091
4515840,4,2,4,1106978
752640,7,1,12,55787
752640,4,2,4,184178
2709504,4,2,4,666542
10368,1,1,1,780
10838016,4,2,4,2651425
1806336,8,1,13,131072
1806336,4,2,4,459283
10838016,4,2,4,2682133
10368,1,1,1,780
10838016,4,2,4,2652853
1806336,8,1,13,131102
1806336,4,2,4,442126
10838016,4,2,4,2753555
10368,1,1,1,780
10838016,4,2,4,2650262
1806336,7,1,12,113995
1806336,4,2,4,442199
7225344,4,2,4,1767780
6912,1,1,1,621
7225344,4,2,4,1775508
1204224,8,1,13,71572
1204224,4,2,4,295291
7225344,4,2,4,1770861
6912,1,1,1,621
7225344,4,2,4,1766641
1204224,8,1,13,82852
1204224,4,2,4,295024
7225344,4,2,4,1768466
6912,1,1,1,621
7225344,4,2,4,1772054
1204224,8,1,13,88912
1204224,4,2,4,294632
7225344,4,2,4,1769646
6912,1,1,1,621
7225344,4,2,4,1768224
1204224,7,1,12,72777
1204224,4,2,4,294680
3612672,4,2,4,919728
3456,1,1,1,468
14450688,4,2,4,3539416
2408448,8,1,13,173790
2408448,4,2,4,603855
14450688,4,2,4,3539319
3456,1,1,1,468
14450688,4,2,4,3540226
2408448,8,1,13,172483
2408448,4,2,4,612056
14450688,4,2,4,3536407
3456,1,1,1,468
14450688,4,2,4,3539928
2408448,7,1,12,140022
2408448,4,2,4,589555
10838016,4,2,4,2712593
2592,1,1,1,428
43352064,4,2,4,10612155
9633792,8,1,13,650432
9633792,4,2,4,2359621
43352064,4,2,4,10620207
2592,1,1,1,428
43352064,4,2,4,10912814
9633792,7,1,12,575366
9633792,4,2,4,2357239
28901376,4,2,4,7079859
1728,1,1,1,391
19267584,7,1,12,1148205
19267584,4,2,4,4718043
38535168,4,2,4,9438065
576,1,1,1,340
38535168,4,2,4,9443427
1024,1,1,1,340
3072,1,1,1,433
6144,1,1,1,587
6912,1,1,1,621
9216,1,1,1,725
6912,1,1,1,621
9216,1,1,1,725
12288,1,1,1,863
12288,1,1,1,863
12288,1,1,1,863
